Date : 2025-12-05 17:00:48
Directory : d:\GITHUB - YULEISY\MatriTrack-Obstetricia
Total : 273 files,  38528 codes, 1046 comments, 2922 blanks, all 42496 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-diagnostico\Dto\finalizar-programa-diagnostico.dto.ts                                                  | TypeScript         |         12 |          0 |          3 |         15 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-diagnostico\Dto\response-programa-diagnostico.dto.ts                                                   | TypeScript         |         22 |          1 |          2 |         25 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-diagnostico\Dto\update-programa-diagnostico.dto.ts                                                     | TypeScript         |         27 |          0 |          4 |         31 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-diagnostico\mapper\programa.diagnostico.mapper.ts                                                      | TypeScript         |         79 |          3 |          6 |         88 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-diagnostico\model\programa_diagnostico.entity.ts                                                       | TypeScript         |         48 |          7 |         14 |         69 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-diagnostico\programa-diagnostico.controller.ts                                                         | TypeScript         |        106 |          6 |          9 |        121 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-diagnostico\programa-diagnostico.module.ts                                                             | TypeScript         |         15 |          1 |          1 |         17 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-diagnostico\programa-diagnostico.service.ts                                                            | TypeScript         |        283 |         42 |         55 |        380 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-puerperio\dto\QueryProgramaPuerperio.dto.ts                                                            | TypeScript         |         45 |          3 |          8 |         56 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-puerperio\dto\create-programa-puerperio.dto.ts                                                         | TypeScript         |         25 |          2 |          4 |         31 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-puerperio\dto\finalizar-programa-puerperio.dto.ts                                                      | TypeScript         |         21 |          0 |          2 |         23 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-puerperio\dto\response-programa-puerperio.dto.ts                                                       | TypeScript         |         22 |          1 |          2 |         25 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-puerperio\dto\update-programa-puerperio.dto.ts                                                         | TypeScript         |         20 |          0 |          3 |         23 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-puerperio\mapper\programaPuerperio.mapper.ts                                                           | TypeScript         |         68 |          2 |          6 |         76 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-puerperio\model\programa_puerperio.entity.ts                                                           | TypeScript         |         47 |          3 |         12 |         62 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-puerperio\programa-puerperio.controller.ts                                                             | TypeScript         |         91 |          5 |          9 |        105 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-puerperio\programa-puerperio.module.ts                                                                 | TypeScript         |         20 |          1 |          1 |         22 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\programa-puerperio\programa-puerperio.service.ts                                                                | TypeScript         |        266 |         15 |         41 |        322 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\resultado-analisis\dto\create-resultado-analisis.dto.ts                                                         | TypeScript         |         37 |          0 |          7 |         44 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\resultado-analisis\dto\update-resultado-analisis.dto.ts                                                         | TypeScript         |         23 |          0 |          4 |         27 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\resultado-analisis\mapper\resultado-analisis.mapper.ts                                                          | TypeScript         |         19 |          0 |          5 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\resultado-analisis\model\resultado-analisis.entity.ts                                                           | TypeScript         |         43 |          1 |         16 |         60 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\resultado-analisis\resultado-analisis.controller.ts                                                             | TypeScript         |        105 |          1 |         12 |        118 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\resultado-analisis\resultado-analisis.module.ts                                                                 | TypeScript         |         26 |          1 |          2 |         29 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\resultado-analisis\service\resultado-analisis.service.ts                                                        | TypeScript         |        133 |          8 |         25 |        166 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\usuario\dto\QueryUsuario.dto.ts                                                                                 | TypeScript         |         43 |          3 |         10 |         56 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\usuario\dto\create-usuario.dto.ts                                                                               | TypeScript         |         48 |          0 |         10 |         58 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\usuario\dto\login.dto.ts                                                                                        | TypeScript         |         13 |          0 |          4 |         17 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\usuario\dto\update-usuario.dto.ts                                                                               | TypeScript         |         44 |          1 |         12 |         57 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\usuario\model\usuario.entity.ts                                                                                 | TypeScript         |         40 |         12 |         16 |         68 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\usuario\usuario.controller.spec.ts                                                                              | TypeScript         |         14 |          0 |          5 |         19 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\usuario\usuario.controller.ts                                                                                   | TypeScript         |         97 |          7 |          7 |        111 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\usuario\usuario.module.ts                                                                                       | TypeScript         |         12 |          1 |          3 |         16 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\usuario\usuario.service.spec.ts                                                                                 | TypeScript         |         14 |          0 |          5 |         19 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\src\modules\usuario\usuario.service.ts                                                                                      | TypeScript         |        250 |         23 |         36 |        309 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\test\app.e2e-spec.ts                                                                                                        | TypeScript         |         21 |          0 |          5 |         26 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\test\jest-e2e.json                                                                                                          | JSON               |          9 |          0 |          1 |         10 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\tsconfig.build.json                                                                                                         | JSON               |          4 |          0 |          1 |          5 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\backend\tsconfig.json                                                                                                               | JSON with Comments |         24 |          0 |          0 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\README.md                                                                                                                  | Markdown           |         36 |          0 |         24 |         60 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\angular.json                                                                                                               | JSON               |        105 |          0 |          1 |        106 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\package-lock.json                                                                                                          | JSON               |      9,885 |          0 |          1 |      9,886 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\package.json                                                                                                               | JSON               |         57 |          0 |          1 |         58 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\app.config.server.ts                                                                                               | TypeScript         |         10 |          0 |          3 |         13 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\app.config.ts                                                                                                      | TypeScript         |         14 |          0 |          3 |         17 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\app.css                                                                                                            | PostCSS            |         15 |          3 |          5 |         23 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\app.html                                                                                                           | HTML               |         10 |          0 |          2 |         12 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\app.routes.server.ts                                                                                               | TypeScript         |          7 |          0 |          2 |          9 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\app.routes.ts                                                                                                      | TypeScript         |        182 |          3 |         26 |        211 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\app.spec.ts                                                                                                        | TypeScript         |         20 |          0 |          4 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\app.ts                                                                                                             | TypeScript         |         27 |          2 |          4 |         33 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\no-autorizado\no-autorizado.css                                                                         | PostCSS            |          0 |          0 |          1 |          1 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\no-autorizado\no-autorizado.html                                                                        | HTML               |          3 |          0 |          1 |          4 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\no-autorizado\no-autorizado.spec.ts                                                                     | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\no-autorizado\no-autorizado.ts                                                                          | TypeScript         |         14 |          0 |          3 |         17 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\notfound\notfound.css                                                                                   | PostCSS            |          0 |          0 |          1 |          1 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\notfound\notfound.html                                                                                  | HTML               |          1 |          0 |          1 |          2 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\notfound\notfound.spec.ts                                                                               | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\notfound\notfound.ts                                                                                    | TypeScript         |          9 |          0 |          3 |         12 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\paginacion\paginacion.css                                                                               | PostCSS            |         35 |          6 |          7 |         48 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\paginacion\paginacion.html                                                                              | HTML               |         52 |          5 |          6 |         63 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\paginacion\paginacion.spec.ts                                                                           | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\paginacion\paginacion.ts                                                                                | TypeScript         |         36 |         13 |          7 |         56 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\sidebar\sidebar.css                                                                                     | PostCSS            |        202 |         20 |         43 |        265 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\sidebar\sidebar.html                                                                                    | HTML               |        129 |          4 |          6 |        139 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\sidebar\sidebar.service.spec.ts                                                                         | TypeScript         |         12 |          0 |          5 |         17 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\sidebar\sidebar.service.ts                                                                              | TypeScript         |         15 |          0 |          3 |         18 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\sidebar\sidebar.spec.ts                                                                                 | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\components\sidebar\sidebar.ts                                                                                      | TypeScript         |         86 |          9 |         19 |        114 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Analisis\model\analisis.ts                                                                                | TypeScript         |          6 |          0 |          1 |          7 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Analisis\pages\listado-analisis\listado-analisis.css                                                      | PostCSS            |        135 |          3 |         23 |        161 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Analisis\pages\listado-analisis\listado-analisis.html                                                     | HTML               |        221 |         10 |         14 |        245 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Analisis\pages\listado-analisis\listado-analisis.spec.ts                                                  | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Analisis\pages\listado-analisis\listado-analisis.ts                                                       | TypeScript         |        188 |         20 |         28 |        236 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Analisis\services\analisis.service.spec.ts                                                                | TypeScript         |         12 |          0 |          5 |         17 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Analisis\services\analisis.service.ts                                                                     | TypeScript         |         62 |          0 |          9 |         71 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ControlDiagnostico\model\controldiagnostico.model.ts                                                      | TypeScript         |         30 |          0 |          5 |         35 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ControlDiagnostico\pages\crear-editar-control\crear-editar-control.css                                    | PostCSS            |         35 |          0 |         12 |         47 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ControlDiagnostico\pages\crear-editar-control\crear-editar-control.html                                   | HTML               |        173 |          0 |         18 |        191 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ControlDiagnostico\pages\crear-editar-control\crear-editar-control.spec.ts                                | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ControlDiagnostico\pages\crear-editar-control\crear-editar-control.ts                                     | TypeScript         |        138 |          0 |         27 |        165 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ControlDiagnostico\pages\listar-controles\listar-controles.css                                            | PostCSS            |        184 |          1 |         29 |        214 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ControlDiagnostico\pages\listar-controles\listar-controles.html                                           | HTML               |        172 |          0 |          8 |        180 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ControlDiagnostico\pages\listar-controles\listar-controles.spec.ts                                        | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ControlDiagnostico\pages\listar-controles\listar-controles.ts                                             | TypeScript         |        121 |          0 |         27 |        148 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ControlDiagnostico\service\controldiagnostico.service.spec.ts                                             | TypeScript         |         12 |          0 |          5 |         17 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ControlDiagnostico\service\controldiagnostico.service.ts                                                  | TypeScript         |         63 |          0 |          9 |         72 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\consulta-ver-resultados\consulta-ver-resultados.css                                       | PostCSS            |        200 |          7 |         35 |        242 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\consulta-ver-resultados\consulta-ver-resultados.html                                      | HTML               |        149 |          6 |         16 |        171 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\consulta-ver-resultados\consulta-ver-resultados.spec.ts                                   | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\consulta-ver-resultados\consulta-ver-resultados.ts                                        | TypeScript         |         64 |          0 |         11 |         75 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\crear-editar-resultado-analisis\crear-editar-resultado-analisis.css                       | PostCSS            |         93 |          7 |         13 |        113 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\crear-editar-resultado-analisis\crear-editar-resultado-analisis.html                      | HTML               |        111 |          0 |         12 |        123 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\crear-editar-resultado-analisis\crear-editar-resultado-analisis.spec.ts                   | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\crear-editar-resultado-analisis\crear-editar-resultado-analisis.ts                        | TypeScript         |        202 |          4 |         26 |        232 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\listar-resultado-analisis\listar-resultado-analisis.css                                   | PostCSS            |        316 |          8 |         37 |        361 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\listar-resultado-analisis\listar-resultado-analisis.html                                  | HTML               |        101 |          0 |          9 |        110 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\listar-resultado-analisis\listar-resultado-analisis.spec.ts                               | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\listar-resultado-analisis\listar-resultado-analisis.ts                                    | TypeScript         |        125 |          4 |         20 |        149 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\services\resultado-analisis.spec.ts                                                       | TypeScript         |         12 |          0 |          4 |         16 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\DetalleAnalisis\services\resultado-analisis.ts                                                            | TypeScript         |        108 |          8 |         28 |        144 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\model\historial-medico.ts                                                                 | TypeScript         |         19 |          0 |          4 |         23 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\pages\detalle-programa-historialmedico\detalle-programa-historialmedico.css               | PostCSS            |        289 |          5 |         18 |        312 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\pages\detalle-programa-historialmedico\detalle-programa-historialmedico.html              | HTML               |        220 |          0 |         11 |        231 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\pages\detalle-programa-historialmedico\detalle-programa-historialmedico.spec.ts           | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\pages\detalle-programa-historialmedico\detalle-programa-historialmedico.ts                | TypeScript         |        113 |          2 |         26 |        141 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\pages\listado-historialmedico\listado-historialmedico.css                                 | PostCSS            |        186 |          8 |         30 |        224 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\pages\listado-historialmedico\listado-historialmedico.html                                | HTML               |        310 |         10 |         14 |        334 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\pages\listado-historialmedico\listado-historialmedico.spec.ts                             | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\pages\listado-historialmedico\listado-historialmedico.ts                                  | TypeScript         |        161 |          7 |         21 |        189 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\pages\programas-historialmedico\programas-historialmedico.css                             | PostCSS            |        192 |          6 |         41 |        239 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\pages\programas-historialmedico\programas-historialmedico.html                            | HTML               |         88 |          0 |         12 |        100 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\pages\programas-historialmedico\programas-historialmedico.spec.ts                         | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\pages\programas-historialmedico\programas-historialmedico.ts                              | TypeScript         |         62 |          4 |         15 |         81 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\services\historialmedico.service.spec.ts                                                  | TypeScript         |         12 |          0 |          5 |         17 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\HistorialMedico\services\historialmedico.service.ts                                                       | TypeScript         |         32 |          6 |          6 |         44 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Paciente\model\paciente-historial.ts                                                                      | TypeScript         |         16 |          1 |          2 |         19 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Paciente\pages\crear-paciente-historial\crear-paciente-historial.html                                     | HTML               |        152 |         12 |         13 |        177 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Paciente\pages\crear-paciente-historial\crear-paciente-historial.spec.ts                                  | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Paciente\pages\crear-paciente-historial\crear-paciente-historial.ts                                       | TypeScript         |         99 |         10 |         18 |        127 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Paciente\pages\editar-paciente\editar-paciente.html                                                       | HTML               |        132 |          9 |         10 |        151 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Paciente\pages\editar-paciente\editar-paciente.spec.ts                                                    | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Paciente\pages\editar-paciente\editar-paciente.ts                                                         | TypeScript         |        141 |          8 |         18 |        167 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Paciente\pages\listado-pacientes\listado-pacientes.html                                                   | HTML               |        207 |          6 |         10 |        223 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Paciente\pages\listado-pacientes\listado-pacientes.spec.ts                                                | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Paciente\pages\listado-pacientes\listado-pacientes.ts                                                     | TypeScript         |        131 |          7 |         15 |        153 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Paciente\services\paciente.service.spec.ts                                                                | TypeScript         |         12 |          0 |          5 |         17 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Paciente\services\paciente.service.ts                                                                     | TypeScript         |         77 |          1 |         11 |         89 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\model\programadiagnostico.ts                                                          | TypeScript         |         34 |          2 |         11 |         47 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\pages\crear-editar-prog-diagnostico\crear-editar-prog-diagnostico.css                 | PostCSS            |        359 |         30 |         61 |        450 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\pages\crear-editar-prog-diagnostico\crear-editar-prog-diagnostico.html                | HTML               |        267 |         11 |         26 |        304 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\pages\crear-editar-prog-diagnostico\crear-editar-prog-diagnostico.spec.ts             | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\pages\crear-editar-prog-diagnostico\crear-editar-prog-diagnostico.ts                  | TypeScript         |        209 |          9 |         38 |        256 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\pages\finalizar-programa-modal\finalizar-programa-modal.css                           | PostCSS            |         99 |          0 |         19 |        118 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\pages\finalizar-programa-modal\finalizar-programa-modal.html                          | HTML               |         63 |          0 |         10 |         73 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\pages\finalizar-programa-modal\finalizar-programa-modal.spec.ts                       | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\pages\finalizar-programa-modal\finalizar-programa-modal.ts                            | TypeScript         |         70 |          9 |         16 |         95 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\pages\programa-diagnostico-list.component\list-programadiagnostico.ts                 | TypeScript         |        189 |         16 |         31 |        236 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\pages\programa-diagnostico-list.component\programa-diagnostico-list.component.css     | PostCSS            |        281 |         13 |         53 |        347 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\pages\programa-diagnostico-list.component\programa-diagnostico-list.component.html    | HTML               |        434 |         14 |         22 |        470 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\pages\programa-diagnostico-list.component\programa-diagnostico-list.component.spec.ts | TypeScript         |         18 |          0 |          6 |         24 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\services\programadiagnostico.service.spec.ts                                          | TypeScript         |         12 |          0 |          5 |         17 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\ProgramaDiagnostico\services\programadiagnostico.service.ts                                               | TypeScript         |         70 |          9 |         12 |         91 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Puerperio\ControlPuerperio\Pages\crear-editar-controlpuerperio\crear-editar-controlpuerperio.css          | PostCSS            |         20 |          8 |          3 |         31 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Puerperio\ControlPuerperio\Pages\crear-editar-controlpuerperio\crear-editar-controlpuerperio.html         | HTML               |        162 |          0 |         13 |        175 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Puerperio\ControlPuerperio\Pages\crear-editar-controlpuerperio\crear-editar-controlpuerperio.ts           | TypeScript         |        178 |         15 |         25 |        218 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Puerperio\ControlPuerperio\Pages\listar-controlpuerperio\listar-controlpuerperio.css                      | PostCSS            |        347 |         24 |         58 |        429 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Puerperio\ControlPuerperio\Pages\listar-controlpuerperio\listar-controlpuerperio.html                     | HTML               |        193 |          0 |          7 |        200 |
| d:\GITHUB - YULEISY\MatriTrack-Obstetricia\frontend\src\app\features\Puerperio\ControlPuerperio\Pages\listar-controlpuerperio\listar-controlpuerperio.spec.ts                  | TypeScript         |         18 |          0 |          6 |         24 |
